	new word	new_genre	old word	old_genre
118	Multicast	A17	Network	A1
119	hanging	A17	hung	A1
120	in	A17	the	A1
121	Subcommission	A17	Commission	A1
122	Sachs	A1	Goldman	A8
123	Sundays	A1	Wednesday	A8
124	corporation	A1	company	A8
125	Now	A1	Today	A8
126	revisit	A1	discuss	A8
127	pose	A1	posed	A8
128	workforce	A1	employees	A8
129	Tomography	A22	Ultrasound	A14
130	ourselves	A22	we	A14
131	IV	A7	II	A4
132	is	A7	has	A4
133	recently	A7	already	A4
134	ones	A7	them	A4
135	the	A7	in	A4
136	Even	A7	But	A4
137	Something	A7	Nothing	A4
138	nothing	A7	no	A4
139	each	A7	one	A4
140	of	A7	in	A4
141	that	A7	it	A4
142	Nothing	A7	No	A4
143	got	A7	had	A4
144	have	A7	had	A4
145	touching	A7	touched	A4
146	the	A7	it	A4
147	divine	A7	heavens	A4
148	has	A7	have	A4
149	leaving	A7	left	A4
150	everything	A7	all	A4
151	ones	A7	those	A4
152	stuff	A7	things	A4
153	at	A7	in	A4
154	in	A7	the	A4
155	Him	A7	He	A4
156	hurried	A7	rushed	A4
157	in	A7	the	A4
158	him	A7	his	A4
159	it	A7	the	A4
160	newspapers	A7	paper	A4
161	pull	A7	pulled	A4
162	it	A7	the	A4
163	stuff	A7	things	A4
164	both	A7	and	A4
165	he	A7	his	A4
166	are	A7	were	A4
167	at	A7	in	A4
168	everything	A7	all	A4
169	three	A7	two	A4
170	less	A7	little	A4
171	either	A7	or	A4
172	stuff	A7	something	A4
173	from	A7	of	A4
174	it	A7	the	A4
175	her	A7	he	A4
176	know	A7	see	A4
177	finally	A7	then	A4
178	three	A7	four	A4
179	smaller	A7	small	A4
180	situations	A7	cases	A4
181	is	A7	was	A4
182	pretty	A7	too	A4
183	the	A7	in	A4
184	somehow	A7	something	A4
185	the	A7	in	A4
186	noticed	A7	looked	A4
187	similar	A7	like	A4
188	Her	A7	He	A4
189	of	A7	in	A4
190	from	A7	of	A4
191	of	A7	the	A4
192	yourselves	A7	them	A4
193	lot	A7	much	A4
194	Her	A7	He	A4
195	undertook	A7	took	A4
196	in	A7	the	A4
197	Where	A7	Then	A4
198	his	A7	he	A4
199	going	A7	went	A4
200	constituting	A7	of	A4
201	he	A7	his	A4
202	bedrooms	A7	room	A4
203	of	A7	the	A4
204	His	A7	He	A4
205	strolled	A7	walked	A4
206	swiftly	A7	quickly	A4
207	both	A7	and	A4
208	albeit	A7	though	A4
209	wavelength	A22	excitation	A14
210	ionizing	A22	collisions	A14
211	Fission	A22	Nuclear	A14
212	photon	A22	excitation	A14
213	Fission	A22	Nuclear	A14
214	physicist	A22	physics	A14
215	response	A22	reaction	A14
216	Classify	A22	Classification	A14
217	Natures	A22	Nature	A14
218	trouble	A22	problem	A14
219	Of	A22	The	A14
220	bilinear	A22	differential	A14
221	paragraphs	A22	sections	A14
222	both	A22	and	A14
223	paragraphs	A22	sections	A14
224	collision	A22	collisions	A14
225	the	A22	at	A14
226	intermediary	A22	intermediate	A14
227	ionizing	A22	energies	A14
228	That	A22	It	A14
229	at	A22	in	A14
230	it	A22	the	A14
231	empirically	A22	experiments	A14
232	fragile	A22	unstable	A14
233	planks	A22	beams	A14
234	around	A22	at	A14
235	numerous	A22	several	A14
236	it	A22	the	A14
237	usage	A22	used	A14
238	joining	A22	entering	A14
239	it	A22	the	A14
240	solvers	A22	solves	A14
241	of	A22	the	A14
242	usage	A22	used	A14
243	It	A22	The	A14
244	be	A22	is	A14
245	Legalization	A16	Legalize	A1
246	cannabis	A16	marijuana	A1
247	manner	A16	ways	A1
248	destruction	A16	damage	A1
249	which	A16	that	A1
250	cannabis	A16	marijuana	A1
251	contains	A16	is	A1
252	each	A16	one	A1
253	difficult	A16	hard	A1
254	quite	A16	enough	A1
255	however	A16	but	A1
256	which	A16	that	A1
257	both	A16	and	A1
258	the	A16	of	A1
259	which	A16	that	A1
260	from	A16	of	A1
261	in	A16	the	A1
262	indication	A16	evidence	A1
263	the	A16	of	A1
264	devastating	A16	damage	A1
265	mentioned	A16	mention	A1
266	which	A16	that	A1
267	almost	A16	nearly	A1
268	Situations	A8	Conditions	A9
269	constituting	A8	of	A9
270	Everything	A8	All	A9
271	Contracting	A8	Contract	A9
272	howsoever	A8	shall	A9
273	have	A8	be	A9
274	brought	A8	made	A9
275	it	A8	the	A9
276	Contractors	A8	Contractor	A9
277	revocation	A8	licences	A9
278	hereof	A8	shall	A9
279	have	A8	be	A9
280	the	A8	by	A9
281	entirety	A8	entire	A9
282	topics	A8	subject	A9
283	bargaining	A8	negotiation	A9
284	agreed	A8	agreement	A9
285	the	A8	of	A9
286	autodesk	A8	software	A9
287	everyone	A8	all	A9
288	prototyping	A8	deliverable	A9
289	autodesk	A8	software	A9
290	constituting	A8	of	A9
291	virtualization	A8	software	A9
292	At	A8	In	A9
293	it	A8	the	A9
294	licensee	A8	licenses	A9
295	were	A8	are	A9
296	ftse	A8	plc	A9
297	recoverable	A8	reserves	A9
298	in	A8	the	A9
299	assess	A8	determine	A9
300	afterwards	A8	upon	A9
301	wrote	A8	written	A9
302	either	A8	or	A9
303	Of	A8	In	A9
304	performance	A8	performing	A9
305	agreement	A8	contract	A9
306	of	A8	the	A9
307	Supplier	A8	Contractor	A9
308	thereunder	A8	hereby	A9
309	warranted	A8	warrants	A9
310	owners	A8	owner	A9
311	either	A8	or	A9
312	broadcasting	A8	licensee	A9
313	give	A8	provide	A9
314	needed	A8	required	A9
315	of	A8	in	A9
316	compliance	A8	accordance	A9
317	ensuing	A8	following	A9
318	interchangeably	A8	terms	A9
319	Moreover	A8	Notwithstanding	A9
320	whatsoever	A8	any	A9
321	either	A8	or	A9
322	terms	A8	term	A9
323	it	A8	the	A9
324	of	A8	the	A9
325	legislation	A8	provisions	A9
326	the	A8	of	A9
327	that	A8	this	A9
328	unenforceable	A8	clause	A9
329	hereof	A8	shall	A9
330	Autodesk	A8	Software	A9
331	supplemented	A8	provided	A9
332	that	A8	this	A9
333	howsoever	A8	shall	A9
334	licences	A8	licensed	A9
335	at	A8	in	A9
336	epithet	A8	name	A9
337	constituting	A8	of	A9
338	Statehood	A8	State	A9
339	the	A8	for	A9
340	railroad	A8	hereinafter	A9
341	colloquially	A8	referred	A9
342	variously	A8	as	A9
343	Minister	A8	Secretary	A9
344	yet	A8	but	A9
345	likely	A8	may	A9
346	interchangeably	A8	used	A9
347	Contracts	A8	Contractors	A9
348	both	A8	and	A9
349	in	A8	the	A9
350	constituting	A8	of	A9
351	Stockholm	A8	Sweden	A1
352	ebrahim	A8	ye	A1
353	ny	A7	new	A12
354	ranging	A7	range	A12
355	the	A7	of	A12
356	inpatient	A7	care	A12
357	byproducts	A7	products	A12
358	well	A7	also	A12
359	presently	A7	now	A12
360	issn	A7	accessed	A12
361	in	A7	the	A12
362	constituting	A7	of	A12
363	both	A7	and	A12
364	UNRESTRICTED	A7	FREE	A12
365	IN	A7	THE	A12
366	HOUSE	A7	HOME	A12
367	DETAILS	A7	INFORMATION	A12
368	WERE	A7	ARE	A12
369	ladbury	A7	uk	A12
370	forgot	A7	forget	A12
371	kinds	A22	type	A7
372	of	A22	in	A7
373	csearch	A22	search	A7
374	autocomplete	A22	box	A7
375	onto	A22	on	A7
376	polynomial	A22	algorithm	A7
377	offer	A22	offers	A7
378	igoogle	A22	searches	A7
379	each	A22	one	A7
380	annotating	A22	typing	A7
381	Commence	A22	Start	A7
382	kinds	A22	type	A7
383	unable	A22	able	A7
384	csearch	A22	searches	A7
385	optimization	A22	algorithm	A7
386	predictions	A22	predicts	A7
387	query	A22	queries	A7
388	ctrl	A22	typing	A7
389	afterward	A22	then	A7
390	ctrl	A22	clicking	A7
391	drawbridge	A22	bridge	A7
392	be	A22	is	A7
393	speeds	A22	faster	A7
394	better	A22	easier	A7
395	uppercase	A22	typing	A7
396	Caught	A22	Catch	A7
397	Restarting	A22	Start	A7
398	optimization	A22	algorithm	A7
399	spelled	A22	spellings	A7
400	Repetition	A22	Repeat	A7
401	probabilistic	A22	algorithm	A7
402	corden	A22	show	A7
403	prediction	A22	predicted	A7
404	queried	A22	queries	A7
405	inspired	A22	based	A7
406	at	A22	on	A7
407	csearch	A22	searches	A7
408	doing	A22	done	A7
409	of	A22	in	A7
410	Metrics	A22	Data	A7
411	sent	A22	send	A7
412	different	A22	other	A7
413	Actually	A22	Even	A7
414	repurchase	A9	lease	A7
415	farmland	A9	land	A7
416	Affect	A7	Effect	A4
417	The	A7	By	A4
418	Sean	A7	Kevin	A4
419	Paragraph	A7	Chapter	A4
420	Darkened	A7	Dark	A4
421	It	A7	The	A4
422	winds	A7	wind	A4
423	on	A7	at	A4
424	both	A7	two	A4
425	individual	A7	each	A4
426	assaults	A7	attack	A4
427	In	A7	The	A4
428	essential	A7	key	A4
429	Advertisement	A17	Ad	A8
430	Tabular	A17	Column	A8
431	previous	A17	last	A8
432	months	A17	week	A8
433	Leaders	A8	Officials	A9
434	repeals	A8	provision	A9
435	howsoever	A8	shall	A9
436	In	A8	The	A1
437	Make	A8	Making	A1
438	Commerce	A8	Trade	A1
439	Deficits	A8	Deficit	A1
440	CHINESE	A8	BEIJING	A1
441	Henan	A8	China	A1
442	another	A8	a	A1
443	weekly	A8	monthly	A1
444	trades	A8	trade	A1
445	from	A8	of	A1
446	on	A8	in	A1
447	Sept	A8	April	A1
448	Both	A8	And	A1
449	already	A8	yet	A1
450	in	A8	at	A1
451	similar	A8	same	A1
452	period	A8	time	A1
453	it	A8	the	A1
454	State	A8	States	A1
455	asking	A8	call	A1
456	classified	A8	classify	A1
457	Henan	A8	China	A1
458	constituting	A8	of	A1
459	dollars	A8	dollar	A1
460	assure	A8	guarantee	A1
461	trader	A8	trade	A1
462	from	A8	of	A1
463	which	A8	that	A1
464	that	A8	it	A1
465	be	A8	is	A1
466	claims	A8	claim	A1
467	which	A8	that	A1
468	Beijing	A8	Chinese	A1
469	policymaking	A8	economic	A1
470	increased	A8	growth	A1
471	varies	A8	depends	A1
472	principally	A8	mainly	A1
473	in	A8	on	A1
474	were	A8	are	A1
475	significant	A8	important	A1
476	portion	A8	part	A1
477	from	A8	of	A1
478	in	A8	the	A1
479	Beijing	A8	Chinese	A1
480	economic	A8	economy	A1
481	both	A8	and	A1
482	either	A8	any	A1
483	worldwide	A8	global	A1
484	sell	A8	market	A1
485	fluctuations	A8	fluctuation	A1
486	either	A8	or	A1
487	clearly	A8	certainly	A1
488	be	A8	have	A1
489	affect	A8	impact	A1
490	increase	A8	growth	A1
491	However	A8	But	A1
492	similar	A8	like	A1
493	either	A8	any	A1
494	several	A8	other	A1
495	largest	A8	large	A1
496	economic	A8	economy	A1
497	economic	A8	economy	A1
498	be	A8	is	A1
499	fuelled	A8	driven	A1
500	utilization	A8	consumption	A1
501	both	A8	and	A1
502	investors	A8	investment	A1
503	years	A8	year	A1
504	years	A8	year	A1
505	on	A8	in	A1
506	due	A8	owing	A1
507	in	A8	the	A1
508	worldwide	A8	global	A1
509	both	A8	and	A1
510	crisis	A8	recession	A1
511	However	A8	Nevertheless	A1
512	grown	A8	grew	A1
513	increase	A8	growth	A1
514	Devonian	A12	Eon	A16
515	well	A12	also	A16
516	renowned	A12	known	A16
517	of	A12	the	A16
518	discernible	A12	visible	A16
519	be	A12	is	A16
520	dividing	A12	divided	A16
521	huge	A12	major	A16
522	hours	A12	time	A16
523	inspired	A12	based	A16
524	devonian	A12	fossils	A16
525	other	A12	different	A16
526	group	A12	groups	A16
527	from	A12	of	A16
528	find	A12	found	A16
529	ourselves	A12	them	A16
530	dollars	A12	million	A16
531	millions	A12	million	A16
532	earlier	A12	ago	A16
533	dollars	A12	million	A16
534	dollars	A12	million	A16
535	year	A12	years	A16
536	recently	A12	ago	A16
537	dollars	A12	million	A16
538	year	A12	years	A16
539	recently	A12	ago	A16
540	extant	A12	present	A16
541	In	A12	The	A16
542	four	A12	three	A16
543	separated	A12	divided	A16
544	another	A12	a	A16
545	from	A12	of	A16
546	distinct	A12	different	A16
547	time	A12	periods	A16
548	every	A12	each	A16
549	gondwana	A12	continents	A16
550	making	A12	made	A16
551	now	A12	present	A16
552	subsystem	A12	configuration	A16
553	across	A12	through	A16
554	continents	A12	continental	A16
555	built	A12	building	A16
556	in	A12	the	A16
557	Devonian	A12	Eon	A16
558	constitutes	A12	represents	A16
559	around	A12	about	A16
560	previous	A12	last	A16
561	from	A12	of	A16
562	times	A12	time	A16
563	crusts	A12	crust	A16
564	form	A12	formed	A16
565	emphasis	A12	importance	A16
566	exceeding	A12	exceeds	A16
567	somewhat	A12	relatively	A16
568	shortened	A12	short	A16
569	even	A12	because	A16
570	phanerozoic	A12	eon	A16
571	be	A12	is	A16
572	characterize	A12	characterized	A16
573	fast	A12	rapid	A16
574	adaptivity	A12	evolution	A16
575	from	A12	of	A16
576	lifelong	A12	life	A16
577	infrequently	A12	sometimes	A16
578	across	A12	through	A16
579	large	A12	mass	A16
580	decimation	A12	extinction	A16
581	event	A12	events	A16
582	various	A12	other	A16
583	obstacles	A12	challenges	A16
584	In	A12	The	A16
585	forefathers	A12	descendants	A16
586	from	A12	of	A16
587	ones	A12	these	A16
588	in	A12	the	A16
589	billion	A12	million	A16
590	want	A7	will	A12
591	wheels	A7	tires	A12
592	in	A7	the	A12
593	driver	A7	car	A12
594	hobby	A7	enthusiast	A12
595	find	A7	looking	A12
596	more	A7	most	A12
597	so	A7	even	A12
598	the	A7	of	A12
599	premiums	A7	premium	A12
600	pretty	A7	nice	A12
601	leathern	A7	leather	A12
602	in	A7	the	A12
603	Tread	A7	Tire	A12
604	Sported	A7	Trim	A12
605	be	A7	is	A12
606	brought	A7	made	A12
607	away	A7	out	A12
608	the	A7	of	A12
609	higher	A7	superior	A12
610	giving	A7	delivering	A12
611	incomparable	A7	unparalleled	A12
612	adjustable	A7	ergonomic	A12
613	contentment	A7	pleasure	A12
614	that	A7	this	A12
615	wonderful	A7	awesome	A12
616	In	A7	The	A12
617	protect	A7	protects	A12
618	In	A7	The	A12
619	Wheels	A7	Tire	A12
620	Applying	A7	Applicator	A12
621	waterproofing	A7	durable	A12
622	waterproofing	A7	foam	A12
623	be	A7	is	A12
624	need	A17	should	A7
625	trying	A17	try	A7
626	dealing	A1	deal	A8
627	Drivetrain	A1	Nissan	A8
628	Powertrain	A1	Nissan	A8
629	pact	A1	agreement	A8
630	southward	A22	south	A7
631	either	A22	or	A7
632	even	A22	if	A7
633	await	A22	wait	A7
634	then	A22	before	A7
635	create	A22	make	A7
636	Again	A22	Another	A7
637	possibility	A22	option	A7
638	be	A22	is	A7
639	facilitates	A22	through	A7
640	agents	A22	agent	A7
641	whenever	A22	when	A7
642	utilize	A22	using	A7
643	the	A22	in	A7
644	mortgagee	A22	property	A7
645	Touch	A22	Contact	A7
646	loans	A22	lender	A7
647	discover	A22	find	A7
648	expenditure	A22	costs	A7
649	due	A22	because	A7
650	varies	A22	vary	A7
651	greatly	A22	considerably	A7
652	of	A22	from	A7
653	State	A22	National	A7
654	Both	A22	And	A7
655	perpetration	A22	commit	A7
656	ourselves	A22	yourself	A7
657	Know	A22	Do	A7
658	in	A22	on	A7
659	While	A22	Instead	A7
660	taken	A22	take	A7
661	period	A22	time	A7
662	nearly	A22	around	A7
663	comparison	A22	compare	A7
664	both	A22	and	A7
665	predominance	A22	contrast	A7
666	price	A22	prices	A7
667	similar	A22	like	A7
668	plan	A22	planning	A7
669	be	A22	is	A7
670	endeavoured	A8	attempt	A4
671	Article	A8	Section	A4
672	glowed	A8	beamed	A4
673	shocked	A8	scared	A4
674	lost	A8	lose	A4
675	gun	A8	weapon	A4
676	mountain	A8	mount	A4
677	Before	A8	Once	A4
678	fought	A8	battle	A4
679	been	A8	was	A4
680	inmates	A8	prisoner	A4
681	Sneakers	A7	Shoes	A12
682	pads	A7	cushioning	A12
683	announcing	A12	announced	A8
684	Of	A1	The	A4
685	Youth	A1	Young	A4
686	begin	A1	began	A4
687	believe	A1	think	A4
688	Mrs	A1	Mme	A4
689	Maison	A1	Restaud	A4
690	herself	A1	her	A4
691	went	A1	was	A12
692	starting	A1	started	A12
693	at	A1	in	A12
694	teams	A1	team	A12
695	both	A1	and	A12
696	the	A1	from	A12
697	another	A1	a	A12
698	ranging	A1	range	A12
699	from	A1	of	A12
700	has	A1	have	A12
701	we	A1	our	A12
702	variety	A1	range	A12
703	involve	A1	include	A12
704	another	A1	a	A12
705	variety	A1	range	A12
706	from	A1	of	A12
707	related	A1	associated	A12
708	product	A1	products	A12
709	from	A1	of	A12
710	movie	A1	cinema	A12
711	birdwatching	A1	enthusiasts	A12
712	We	A1	Our	A12
713	commerce	A1	business	A12
714	be	A1	is	A12
715	inspired	A1	based	A12
716	before	A1	upon	A12
717	giving	A1	offering	A12
718	broad	A1	wide	A12
719	variety	A1	range	A12
720	from	A1	of	A12
721	product	A1	products	A12
722	on	A1	at	A12
723	impressive	A1	exceptional	A12
724	consumers	A1	customer	A12
725	services	A1	service	A12
726	we	A1	our	A12
727	touch	A1	contact	A12
728	usa	A1	us	A12
729	the	A1	for	A12
730	until	A1	before	A12
731	taken	A1	take	A12
732	vast	A1	great	A12
733	safeguarding	A1	ensuring	A12
734	ending	A1	end	A12
735	it	A1	the	A12
736	solve	A1	solution	A12
737	subsystems	A1	system	A12
738	were	A1	are	A12
739	flattered	A1	delighted	A12
740	building	A1	built	A12
741	notable	A1	significant	A12
742	consumer	A1	customer	A12
743	bases	A1	base	A12
744	from	A1	of	A12
745	clients	A1	customers	A12
746	The	A1	In	A12
747	another	A1	a	A12
748	usual	A1	typical	A12
749	want	A1	will	A12
750	from	A1	of	A12
751	that	A1	which	A12
752	were	A1	are	A12
753	recent	A1	past	A12
754	consumers	A1	customers	A12
755	either	A1	or	A12
756	inspired	A1	based	A12
757	before	A1	upon	A12
758	consumers	A1	customers	A12
759	Of	A1	From	A12
760	ourselves	A1	our	A12
761	we	A1	our	A12
762	consumers	A1	customers	A12
763	has	A1	have	A12
764	brought	A1	made	A12
765	each	A1	one	A12
766	from	A1	of	A12
767	in	A1	the	A12
768	biggest	A1	largest	A12
769	from	A1	of	A12
770	at	A1	in	A12
771	in	A1	the	A12
772	DFES	A1	UK	A12
773	But	A1	However	A12
774	ourselves	A1	we	A12
775	neither	A1	never	A12
776	ours	A1	our	A12
777	achieved	A1	success	A12
778	inspired	A1	based	A12
779	before	A1	upon	A12
780	kept	A1	keeping	A12
781	consumers	A1	customers	A12
782	glad	A1	happy	A12
783	today	A1	now	A12
784	restarting	A1	run	A12
785	it	A1	the	A12
786	ecommerce	A1	business	A12
787	another	A1	a	A12
788	store	A1	warehouse	A12
789	think	A1	believe	A12
790	ourselves	A1	we	A12
791	take	A1	carry	A12
792	broader	A1	larger	A12
793	constituting	A1	of	A12
794	byproducts	A1	products	A12
795	even	A1	than	A12
796	several	A1	other	A12
797	buyer	A1	retailer	A12
798	at	A1	in	A12
799	BRITAIN	A1	UK	A12
800	movies	A1	movie	A17
801	corporation	A1	company	A17
802	Justine	A1	Justin	A17
803	Of	A1	From	A17
804	standpoint	A1	view	A7
805	education	A1	school	A7
806	clicking	A1	click	A7
807	toolbar	A1	click	A7
808	Education	A1	Schools	A7
809	get	A1	make	A7
810	once	A12	when	A7
811	dimensions	A12	size	A7
812	Whether	A12	If	A7
813	needed	A12	need	A7
814	dimensions	A12	size	A7
815	finally	A12	then	A7
816	going	A12	go	A7
817	of	A12	the	A7
818	even	A12	if	A7
819	taken	A12	take	A7
820	afterward	A12	then	A7
821	going	A12	go	A7
822	dimensions	A12	size	A7
823	Even	A12	If	A7
824	ordered	A12	ordering	A7
825	authorisation	A12	clearance	A7
826	propose	A12	recommend	A7
827	Aquaculture	A12	Harvesting	A7
828	some	A12	few	A7
829	codified	A12	rules	A7
830	Often	A12	Always	A7
831	so	A12	unless	A7
832	floral	A12	flowers	A7
833	wanting	A12	want	A7
834	Tried	A12	Try	A7
835	harvested	A12	harvest	A7
836	Petals	A12	Flowers	A7
837	Once	A12	When	A7
838	Adjustments	A8	Change	A1
839	both	A8	and	A1
840	required	A8	must	A1
841	embraced	A8	embrace	A1
842	impoverish	A8	poverty	A1
843	both	A8	and	A1
844	Cameron	A8	Blair	A1
845	impoverish	A8	poverty	A1
846	be	A8	have	A1
847	from	A7	of	A1
848	joyful	A7	cheerful	A1
849	Doctor	A7	Dr	A1
850	Countries	A7	States	A1
851	be	A7	is	A1
852	BRITAIN	A7	UK	A1
853	nations	A7	countries	A1
854	SHOREWOOD	A7	USA	A1
855	Crimes	A7	Crime	A1
856	SHOREWOOD	A7	USA	A1
857	have	A8	be	A1
858	formal	A8	formally	A1
859	classifications	A8	classified	A1
860	pga	A8	open	A1
861	Sept	A8	June	A1
862	company	A8	companies	A1
863	were	A8	are	A1
864	across	A8	over	A1
865	refinancing	A8	invest	A1
866	Kuomintang	A8	China	A1
867	tajikistan	A8	country	A1
868	it	A8	the	A1
869	USA	A8	US	A1
870	in	A8	the	A1
871	from	A8	of	A1
872	the	A8	of	A1
873	Partnership	A8	Cooperation	A1
874	Kuomintang	A8	China	A1
875	in	A8	the	A1
876	Chinese	A8	China	A1
877	constitutes	A8	is	A1
878	diplomats	A8	foreign	A1
879	tajikistan	A8	country	A1
880	affordable	A8	cheap	A1
881	selecting	A8	choice	A1
882	although	A8	but	A1
883	LONDON	A8	UK	A9
884	CONTRAVENE	A8	RULES	A9
885	regulations	A8	rules	A9
886	applied	A8	apply	A9
887	everyone	A8	all	A9
888	competition	A8	competitions	A9
889	managed	A8	run	A9
890	the	A8	in	A9
891	it	A8	the	A9
892	searchable	A8	online	A9
893	versions	A8	editions	A9
894	the	A8	of	A9
895	Thursday	A8	Sunday	A9
896	Inhabitants	A8	People	A9
897	both	A8	and	A9
898	Race	A8	Racing	A9
899	Mail	A8	Post	A9
900	magazines	A8	newspapers	A9
901	both	A8	and	A9
902	anything	A8	any	A9
903	several	A8	other	A9
904	web	A8	online	A9
905	journals	A8	publications	A9
906	production	A8	produced	A9
907	the	A8	by	A9
908	MDC	A8	MGN	A9
909	Limiting	A8	Limited	A9
910	MDC	A8	MGN	A9
911	another	A8	a	A9
912	Tsb	A8	Plc	A9
913	of	A8	from	A9
914	hour	A8	time	A9
915	hour	A8	time	A9
916	were	A8	are	A9
917	the	A8	of	A9
918	access	A8	entry	A9
919	competition	A8	competitions	A9
920	either	A8	any	A9
921	regulations	A8	rules	A9
922	of	A8	in	A9
923	connect	A8	connection	A9
924	either	A8	any	A9
925	each	A8	one	A9
926	competitive	A8	competition	A9
927	On	A8	In	A9
928	those	A8	these	A9
929	standards	A8	rules	A9
930	both	A8	and	A9
931	both	A8	and	A9
932	hour	A8	time	A9
933	internet	A8	online	A9
934	infiltrate	A8	enter	A9
935	merely	A8	simply	A9
936	answered	A8	answer	A9
937	acknowledgements	A8	acknowledge	A9
938	compliance	A8	comply	A9
939	codified	A8	rules	A9
940	generico	A8	disqualification	A9
941	bibliographies	A8	entries	A9
942	afterward	A8	after	A9
943	that	A8	which	A9
944	damaged	A8	disrupted	A9
945	Jeff	A1	Steve	A8
946	facing	A1	faces	A8
947	both	A1	two	A8
948	games	A1	game	A8
949	bans	A1	ban	A8
950	eventually	A1	after	A8
951	picked	A1	picking	A8
952	he	A1	his	A8
953	ninth	A1	tenth	A8
954	in	A1	the	A8
955	want	A1	will	A8
956	have	A1	be	A8
957	obliged	A1	forced	A8
958	monitor	A1	watch	A8
959	the	A1	from	A8
960	of	A1	the	A8
961	sited	A1	stands	A8
962	Reader	A1	Reading	A8
963	taken	A1	take	A8
964	in	A1	on	A8
965	leader	A1	leaders	A8
966	Newcastle	A1	Ipswich	A8
967	City	A1	Town	A8
968	the	A1	at	A8
969	of	A1	the	A8
970	Arena	A1	Stadium	A8
971	then	A1	next	A8
972	Of	A1	The	A8
973	went	A1	became	A8
974	yet	A1	ever	A8
975	admiral	A1	captain	A8
976	previous	A1	last	A8
977	months	A1	month	A8
978	sides	A1	faces	A8
979	in	A1	on	A8
980	it	A1	the	A8
981	he	A1	his	A8
982	from	A1	of	A8
983	in	A1	the	A8
984	out	A1	away	A8
985	around	A1	at	A8
986	that	A1	this	A8
987	night	A1	afternoon	A8
988	Duffield	A1	Sidwell	A8
989	have	A1	has	A8
990	musician	A1	performer	A8
991	of	A1	in	A8
992	of	A1	the	A8
993	hub	A1	centre	A8
994	it	A1	the	A8
995	that	A1	this	A8
996	why	A1	so	A8
