	new word	new_genre	old word	old_genre
430	from	A11	of	A1
431	in	A11	the	A1
432	in	A11	on	A1
433	Iaea	A11	Disarmament	A1
434	the	A11	for	A1
435	in	A11	the	A1
436	in	A11	the	A1
437	also	A11	well	A1
438	in	A11	the	A1
439	pertinent	A11	relevant	A1
440	endeavors	A11	activities	A1
441	from	A11	of	A1
442	in	A11	the	A1
443	Cryptographic	A11	Security	A1
444	Austrian	A11	Austria	A1
445	either	A11	be	A1
446	Appreciate	A11	Thank	A1
447	in	A11	the	A1
448	Colloquium	A11	Conference	A1
449	persons	A11	people	A1
450	sweetheart	A11	love	A1
451	presume	A11	think	A1
452	presume	A11	think	A1
453	beings	A11	human	A1
454	sweetheart	A11	love	A1
455	unseen	A11	invisible	A1
456	breach	A11	violating	A1
457	reiterating	A11	questioning	A1
458	Saigon	A11	Vietnam	A1
459	Nascent	A11	Movement	A1
460	resistant	A11	resistance	A1
461	know	A11	do	A7
462	shutting	A11	shut	A7
463	variability	A11	extremes	A7
464	shutting	A11	shut	A7
465	Discursive	A11	Dialogue	A7
466	each	A11	one	A7
467	need	A11	should	A7
468	Turkish	A11	Turkey	A1
469	Ones	A7	These	A12
470	postgraduates	A7	courses	A12
471	were	A7	are	A12
472	Working	A7	Work	A12
473	in	A7	the	A12
474	COURSEWORK	A7	GCSE	A12
475	course	A7	courses	A12
476	school	A7	students	A12
477	it	A7	the	A12
478	international	A7	world	A12
479	from	A7	of	A12
480	trained	A7	training	A12
481	In	A7	The	A12
482	requirement	A7	require	A12
483	student	A7	students	A12
484	Gorgeous	A7	Beauty	A12
485	Recreational	A7	Recreation	A12
486	qualify	A7	qualification	A12
487	at	A7	in	A12
488	GCSE	A7	NVQ	A12
489	Why	A7	How	A12
490	have	A7	be	A12
491	constituting	A7	of	A12
492	in	A7	the	A12
493	f	A7	E	A12
494	games	A7	game	A17
495	Descriptor	A7	Description	A17
496	Writing	A7	Written	A8
497	Guidelines	A7	Guideline	A8
498	both	A7	and	A8
499	School	A7	Education	A8
500	Calendar	A7	Date	A8
501	Advise	A7	Consultation	A8
502	methods	A7	process	A8
503	in	A7	the	A8
504	BRS	A7	LSA	A8
505	Guidelines	A7	Guideline	A8
506	School	A7	Education	A8
507	Midland	A7	Midlands	A8
508	around	A7	at	A8
509	last	A7	final	A8
510	staging	A7	stages	A8
511	Comment	A7	Comments	A8
512	urged	A7	invited	A8
513	everyone	A7	all	A8
514	through	A7	via	A8
515	it	A7	the	A8
516	Supervise	A7	Supervisor	A8
517	Eventual	A7	Final	A8
518	reviewing	A7	reviewed	A8
519	ICML	A7	LSA	A8
520	Guidelines	A7	Guideline	A8
521	School	A7	Education	A8
522	Supervisory	A7	Supervising	A8
523	Personnel	A7	Officers	A8
524	Calendar	A7	Date	A8
525	January	A7	April	A8
526	Implements	A7	Implementation	A8
527	calendar	A7	date	A8
528	January	A7	April	A8
529	Reviewed	A7	Review	A8
530	Calendar	A7	Date	A8
531	November	A7	October	A8
532	THE	A7	OF	A8
533	OF	A7	IN	A8
534	IN	A7	THE	A8
535	KILLINGS	A7	DEATHS	A8
536	Care	A7	Health	A8
537	since	A7	previously	A8
538	that	A7	which	A8
539	affords	A7	provides	A8
540	at	A7	on	A8
541	outline	A7	overview	A8
542	both	A7	and	A8
543	causing	A7	causes	A8
544	the	A7	of	A8
545	dying	A7	death	A8
546	In	A7	The	A8
547	details	A7	information	A8
548	upgrades	A7	improvements	A8
549	the	A7	in	A8
550	neurologic	A7	clinical	A8
551	practical	A7	practice	A8
552	pursuance	A7	provision	A8
553	avoid	A7	prevent	A8
554	killing	A7	deaths	A8
555	everyone	A7	all	A8
556	case	A7	cases	A8
557	warned	A7	notified	A8
558	if	A7	so	A8
559	all	A7	full	A8
560	details	A7	information	A8
561	be	A7	is	A8
562	it	A7	the	A8
563	Secrets	A7	Confidential	A8
564	amalgamated	A7	merged	A8
565	onto	A7	into	A8
566	like	A7	such	A8
567	The	A7	In	A12
568	practical	A7	practice	A12
569	patient	A7	patients	A12
570	describe	A7	emphasize	A12
571	usa	A7	us	A16
572	Optimizing	A7	Balancing	A12
573	Nevertheless	A7	While	A12
574	actually	A7	exactly	A12
575	purchaser	A7	purchases	A12
576	on	A7	at	A12
577	minimum	A7	least	A12
578	believe	A7	feel	A12
579	got	A7	getting	A12
580	stuff	A7	something	A12
581	the	A7	for	A12
582	overspend	A7	spending	A12
583	Pay	A7	Paying	A12
584	store	A7	shop	A12
585	both	A7	and	A12
586	setting	A7	set	A12
587	Which	A7	That	A12
588	Consideration	A7	Considering	A12
589	why	A7	how	A12
590	customarily	A7	often	A12
591	rider	A7	racers	A12
592	needs	A7	need	A12
593	racecourse	A7	race	A12
594	both	A7	and	A12
595	Tyre	A7	Tire	A12
596	beginning	A7	first	A12
597	seemed	A7	looked	A12
598	that	A7	which	A12
599	values	A7	value	A12
600	speaking	A7	spoke	A12
601	corporation	A7	company	A12
602	worries	A7	concern	A12
603	endured	A7	experienced	A12
604	stores	A7	shops	A12
605	ourselves	A7	we	A1
606	ourselves	A7	we	A1
607	hides	A7	hide	A1
608	ourselves	A7	we	A1
609	Powertrain	A14	Mitsubishi	A12
610	Large	A14	Heavy	A12
611	effectively	A14	successfully	A12
612	investigated	A14	tested	A12
613	integrates	A14	incorporating	A12
614	DTI	A14	MHI	A12
615	past	A14	recent	A12
616	once	A14	now	A12
617	aimed	A14	aims	A12
618	starting	A14	start	A12
619	energy	A14	power	A12
620	February	A14	October	A12
621	venture	A14	company	A12
622	EFFICIENCY	A14	SOFC	A12
623	gas	A14	fuel	A12
624	the	A14	in	A12
625	it	A14	the	A12
626	flight	A14	air	A12
627	both	A14	and	A12
628	removeall	A14	removed	A12
629	the	A14	from	A12
630	metropolitan	A14	city	A12
631	In	A14	The	A12
632	electricity	A14	power	A12
633	the	A14	in	A12
634	it	A14	the	A12
635	metropolitan	A14	city	A12
636	gases	A14	gas	A12
637	exhaustion	A14	exhausted	A12
638	the	A14	from	A12
639	it	A14	the	A12
640	flight	A14	air	A12
641	the	A14	from	A12
642	it	A14	the	A12
643	EFFICIENCY	A14	SOFC	A12
644	In	A14	The	A12
645	both	A14	and	A12
646	airborne	A14	air	A12
647	drivetrain	A14	drive	A12
648	generators	A14	generate	A12
649	That	A14	This	A12
650	energy	A14	power	A12
651	achieve	A14	achieved	A12
652	revolutionizing	A14	generation	A12
653	dependability	A14	efficiency	A12
654	percent	A14	cent	A12
655	constituting	A14	of	A8
656	facilitation	A14	participation	A8
657	expertise	A14	experts	A8
658	endeavors	A14	efforts	A8
659	seminars	A14	workshop	A8
660	German	A14	Germany	A8
661	POLICE	A14	COP	A8
662	meetings	A14	session	A8
663	the	A14	by	A8
664	judgement	A14	decision	A8
665	solicited	A14	requested	A8
666	in	A14	the	A8
667	unctad	A14	secretariat	A8
668	prior	A14	before	A8
669	it	A14	the	A8
670	sessions	A14	session	A8
671	in	A14	the	A8
672	POLICEMAN	A14	COP	A8
673	physician	A14	pediatrician	A1
674	putting	A14	put	A1
675	infants	A14	children	A1
676	Laugh	A14	Laughter	A1
677	Laugh	A14	Laughter	A1
678	basically	A14	actually	A1
679	be	A14	is	A1
680	it	A14	the	A1
681	in	A14	the	A1
682	Clinic	A14	Hospital	A1
683	on	A14	at	A1
684	Alta	A14	Alto	A1
685	that	A14	it	A1
686	the	A14	of	A1
687	take	A14	bring	A1
688	of	A14	the	A1
689	messaging	A14	message	A1
690	that	A14	this	A1
691	infect	A14	infection	A1
692	mucosa	A14	inflammation	A1
693	recovering	A14	recovered	A1
694	Powerpc	A14	Macintosh	A17
695	Ported	A14	Macintosh	A17
696	policies	A14	guidelines	A8
697	Of	A14	The	A8
698	grants	A14	grant	A8
699	requires	A14	involves	A8
700	sources	A14	source	A8
701	it	A14	the	A8
702	Electronic	A14	Digital	A8
703	the	A14	of	A8
704	Ingleborough	A14	Hill	A8
705	the	A14	for	A8
706	At	A14	In	A8
707	in	A14	the	A8
708	some	A14	few	A8
709	it	A14	the	A8
710	of	A14	the	A8
711	Econsultancy	A14	Management	A8
712	Conglomerates	A14	Group	A8
713	development	A14	developed	A8
714	the	A14	for	A8
715	controller	A14	control	A8
716	the	A14	at	A8
717	individual	A14	each	A8
718	both	A14	and	A8
719	the	A14	for	A8
720	be	A14	is	A8
721	it	A14	the	A8
722	guideline	A14	guidelines	A8
723	creating	A14	created	A8
724	of	A14	the	A8
725	grants	A14	grant	A8
726	workflow	A14	postprocessing	A8
727	certain	A14	specific	A8
728	conceived	A14	developed	A8
729	the	A14	for	A8
730	individual	A14	each	A8
731	of	A14	the	A8
732	operating	A14	operator	A8
733	both	A14	and	A8
734	manual	A14	guide	A8
735	in	A14	the	A8
736	diagnosticity	A14	tests	A8
737	conducted	A14	performed	A8
738	both	A14	and	A8
739	salvaged	A14	saved	A8
740	When	A14	During	A8
741	methods	A14	process	A8
742	of	A14	the	A8
743	operationalized	A14	operator	A8
744	the	A14	for	A8
745	both	A14	and	A8
746	names	A14	naming	A8
747	omissions	A14	errors	A8
748	salvaged	A14	saved	A8
749	within	A14	in	A8
750	interrelated	A14	structured	A8
751	in	A14	the	A8
752	guides	A14	guide	A8
753	completes	A14	completion	A8
754	HPC	A14	DPC	A8
755	members	A14	member	A8
756	HPC	A14	DPC	A8
757	Instead	A14	While	A8
758	addressed	A14	resolved	A8
759	even	A14	if	A8
760	in	A14	the	A8
761	Of	A14	In	A7
762	vital	A14	important	A7
763	suppose	A14	consider	A7
764	Each	A14	One	A7
765	conceivably	A14	might	A7
766	describes	A14	describe	A7
767	Whatever	A22	What	A7
768	even	A22	if	A7
769	seated	A22	sit	A7
770	few	A22	some	A7
771	gotten	A22	get	A7
772	listening	A22	listen	A7
773	either	A22	or	A7
774	whom	A22	who	A7
775	get	A22	come	A7
776	backwards	A22	back	A7
777	industry	A22	business	A7
778	the	A22	it	A7
779	both	A22	and	A7
780	him	A22	himself	A7
781	the	A22	it	A7
782	be	A22	is	A7
783	nor	A22	not	A7
784	doable	A22	feasible	A7
785	provide	A22	deliver	A7
786	superstar	A22	star	A7
787	lunches	A22	dinner	A7
788	superscript	A22	table	A7
789	Though	A22	But	A7
790	another	A22	A	A7
791	Brien	A22	Byrne	A7
792	providing	A22	provides	A7
793	of	A22	the	A7
794	too	A22	very	A7
795	anything	A22	thing	A7
796	talked	A22	spoke	A7
797	various	A22	numerous	A7
798	whom	A22	who	A7
799	be	A22	have	A7
800	towards	A22	toward	A1
801	mortgagee	A22	foreclosure	A1
802	in	A22	the	A1
803	enable	A22	allow	A1
804	lots	A22	lot	A1
805	regards	A22	regarding	A1
806	at	A22	on	A1
807	Jun	A22	Jan	A1
808	writings	A22	wrote	A1
809	alot	A22	lot	A1
810	cash	A22	money	A1
811	both	A22	and	A1
812	intercourse	A22	sex	A1
813	the	A22	of	A1
814	something	A22	anything	A1
815	either	A22	be	A1
816	sale	A22	sold	A1
817	chip	A22	chips	A1
818	the	A22	for	A1
819	decentralization	A22	economic	A1
820	considerations	A22	reasons	A1
821	state	A22	national	A1
822	achieve	A22	reach	A1
823	high	A22	highest	A1
824	points	A22	point	A1
825	schema	A22	object	A1
826	either	A22	be	A1
827	dtft	A22	interpolated	A1
828	each	A22	every	A1
829	writings	A22	wrote	A1
830	Though	A22	But	A1
831	working	A22	work	A1
832	stimuli	A22	stimulation	A1
833	have	A22	has	A1
834	Large	A22	Mass	A1
835	why	A22	how	A1
836	the	A22	it	A1
837	Any	A22	Every	A1
838	BROADCASTING	A22	TV	A1
839	journal	A22	magazine	A1
840	ads	A22	advertisement	A1
841	even	A22	than	A1
842	in	A22	the	A1
843	Around	A22	At	A1
844	of	A22	the	A1
845	identical	A22	same	A1
846	hour	A22	time	A1
847	Even	A22	Otherwise	A1
848	any	A22	no	A1
849	chorus	A22	sing	A1
850	furthering	A22	bringing	A1
851	her	A22	he	A1
852	corden	A22	show	A1
853	Which	A22	That	A1
854	awfully	A22	uncomfortably	A1
855	closely	A22	close	A1
856	of	A22	the	A8
857	Saturday	A22	Wednesday	A8
858	remarked	A22	said	A8
859	It	A22	The	A8
860	had	A22	was	A8
861	losing	A22	loses	A8
862	his	A22	he	A8
863	opt	A22	opting	A8
864	been	A22	were	A8
865	Vendors	A22	Suppliers	A12
866	in	A22	the	A12
867	ourselves	A22	our	A12
868	of	A22	the	A8
869	corden	A22	show	A8
870	Appreciate	A22	Welcome	A16
871	Armies	A22	Forces	A16
872	it	A22	the	A16
873	biggest	A22	largest	A16
874	grow	A22	growing	A16
875	communities	A22	community	A16
876	the	A22	of	A16
877	staff	A22	personnel	A16
878	at	A22	on	A16
879	of	A22	the	A16
880	browsers	A22	web	A16
881	boyfriend	A22	friends	A16
882	whose	A22	who	A16
883	Monarchy	A22	Royal	A16
884	Armies	A22	Military	A16
885	Cops	A22	Police	A16
886	current	A22	currently	A16
887	be	A22	have	A16
888	across	A22	over	A16
889	onto	A22	on	A16
890	anything	A22	any	A16
891	friend	A22	friends	A16
892	Armies	A22	Military	A16
893	bottom	A22	below	A16
894	some	A22	few	A16
895	constituting	A22	of	A16
896	ourselves	A22	our	A16
897	representatives	A22	members	A16
898	whom	A22	who	A16
899	around	A22	at	A16
900	Army	A22	Military	A16
901	Cops	A22	Police	A16
902	know	A22	get	A16
903	accessible	A22	access	A16
904	in	A22	the	A16
905	stay	A22	rest	A16
906	been	A22	was	A16
907	Monarch	A22	Royal	A16
908	Armies	A22	Military	A16
909	Officers	A22	Police	A16
910	both	A22	and	A16
911	been	A22	was	A16
912	Army	A22	Military	A16
913	both	A22	and	A16
914	been	A22	was	A16
915	Army	A22	Military	A16
916	Cops	A22	Police	A16
917	both	A22	and	A16
918	went	A22	was	A16
919	Forces	A22	Military	A16
920	both	A22	and	A16
921	went	A22	was	A16
922	Armies	A22	Military	A16
923	both	A22	and	A16
924	been	A22	was	A16
925	both	A22	and	A16
926	came	A22	was	A16
927	Officers	A22	Police	A16
928	both	A22	and	A16
929	been	A22	was	A16
930	Army	A22	Military	A16
931	both	A22	and	A16
932	cowell	A22	simon	A16
933	been	A22	was	A16
934	been	A22	was	A16
935	Army	A22	Military	A16
936	both	A22	and	A16
937	came	A22	was	A16
938	Forces	A22	Military	A16
939	both	A22	and	A16
940	Cops	A22	Police	A16
941	Cops	A22	Police	A16
942	the	A22	for	A1
943	Webmasters	A22	Forum	A1
944	it	A22	the	A1
945	Edinburgh	A22	Scotland	A1
946	it	A22	the	A1
947	Edinburgh	A22	Scotland	A1
948	Conclusions	A22	Findings	A1
949	it	A22	the	A1
950	Scots	A22	Scottish	A1
951	Ecosystems	A22	Biodiversity	A1
952	Webmasters	A22	Forum	A1
953	Of	A22	The	A1
954	the	A22	for	A1
955	Biosphere	A22	Biodiversity	A1
956	facilitates	A22	provides	A1
957	another	A22	a	A1
958	the	A22	of	A1
959	it	A22	the	A1
960	wealth	A22	rich	A1
961	has	A22	have	A1
962	of	A22	in	A1
963	Auchterarder	A22	Scotland	A1
964	both	A22	and	A1
965	of	A22	the	A1
966	in	A22	the	A1
967	ecosystems	A22	biodiversity	A1
968	procedure	A22	process	A1
969	of	A22	in	A1
970	spot	A22	place	A1
971	Of	A22	The	A1
972	documentation	A22	document	A1
973	another	A22	A	A1
974	Begin	A22	Start	A1
975	Regional	A22	Local	A1
976	Ecosystem	A22	Biodiversity	A1
977	at	A22	in	A1
978	Scottish	A22	Scotland	A1
979	emphasizes	A22	demonstrates	A1
980	Edinburgh	A22	Scottish	A1
981	regionally	A22	local	A1
982	authority	A22	authorities	A1
983	be	A22	have	A1
984	commence	A22	begun	A1
985	development	A22	developing	A1
986	manner	A22	ways	A1
987	the	A22	of	A1
988	supported	A22	supporting	A1
