	new word	new_genre	old word	old_genre
139	ionizing	A22	collisions	A14
140	Fission	A22	Nuclear	A14
141	photon	A22	excitation	A14
142	Fission	A22	Nuclear	A14
143	physicist	A22	physics	A14
144	response	A22	reaction	A14
145	Categorized	A22	Classification	A14
146	Particularities	A22	Nature	A14
147	trouble	A22	problem	A14
148	curriculum	A22	program	A14
149	scatter	A22	scattering	A14
150	bilinear	A22	differential	A14
151	subparagraphs	A22	sections	A14
152	probability	A22	probabilities	A14
153	paragraphs	A22	sections	A14
154	scatter	A22	scattering	A14
155	collision	A22	collisions	A14
156	intermediary	A22	intermediate	A14
157	highest	A22	high	A14
158	very	A22	particularly	A14
159	helpful	A22	useful	A14
160	tests	A22	experiments	A14
161	consistent	A22	stable	A14
162	instability	A22	unstable	A14
163	planks	A22	beams	A14
164	countless	A22	several	A14
165	massive	A22	heavy	A14
166	scatter	A22	scattering	A14
167	every	A22	each	A14
168	effect	A22	impact	A14
169	enter	A22	entering	A14
170	multiplications	A22	matrix	A14
171	element	A22	elements	A14
172	solve	A22	solves	A14
173	eigenvalue	A22	equations	A14
174	hour	A22	time	A14
175	expanding	A22	expanded	A14
176	fix	A22	solve	A14
177	approximations	A22	equations	A14
178	approximations	A22	calculation	A14
179	equation	A22	equations	A14
180	automata	A22	machine	A14
181	atomic	A22	nuclear	A14
182	Legalization	A14	Legalize	A1
183	cannabis	A14	marijuana	A1
184	numerous	A14	many	A1
185	methods	A14	ways	A1
186	destruction	A14	damage	A1
187	mechanism	A14	system	A1
188	reading	A14	reader	A1
189	cannabis	A14	marijuana	A1
190	staring	A14	looking	A1
191	tricky	A14	hard	A1
192	conclusions	A14	conclusion	A1
193	respective	A14	own	A1
194	be	A14	have	A1
195	noticed	A14	looked	A1
196	outcome	A14	conclusion	A1
197	alleges	A14	claims	A1
198	cannabis	A14	marijuana	A1
199	indication	A14	evidence	A1
200	devastating	A14	damage	A1
201	sourcing	A14	fails	A1
202	mentions	A14	mention	A1
203	experiments	A14	tests	A1
204	animal	A14	animals	A1
205	Situations	A8	Conditions	A9
206	Contracted	A8	Contract	A9
207	Authorisation	A8	Licences	A9
208	deliver	A8	delivery	A9
209	Contractual	A8	Contract	A9
210	howsoever	A8	shall	A9
211	have	A8	be	A9
212	brought	A8	made	A9
213	Secretarial	A8	Secretary	A9
214	National	A8	State	A9
215	Defense	A8	Defence	A9
216	Contractors	A8	Contractor	A9
217	licensing	A8	licences	A9
218	hereof	A8	shall	A9
219	negotiations	A8	negotiated	A9
220	agreement	A8	contract	A9
221	negotiations	A8	negotiation	A9
222	agreed	A8	agreement	A9
223	vxworks	A8	software	A9
224	revocation	A8	licences	A9
225	scalable	A8	deliverable	A9
226	middleware	A8	software	A9
227	luxury	A8	bespoke	A9
228	virtualization	A8	software	A9
229	events	A8	event	A9
230	licensee	A8	licenses	A9
231	negotiating	A8	negotiated	A9
232	ftse	A8	plc	A9
233	recoverable	A8	reserves	A9
234	evaluate	A8	determine	A9
235	agreement	A8	contract	A9
236	wrote	A8	written	A9
237	performance	A8	performing	A9
238	agreement	A8	contract	A9
239	Contractors	A8	Contractor	A9
240	extraditable	A8	warrants	A9
241	maintains	A8	has	A9
242	ftse	A8	plc	A9
243	owners	A8	owner	A9
244	broadcasting	A8	licensee	A9
245	offer	A8	provide	A9
246	middleware	A8	software	A9
247	needed	A8	required	A9
248	agreement	A8	contract	A9
249	pursuant	A8	accordance	A9
250	subsequent	A8	following	A9
251	contexts	A8	terms	A9
252	Foregoing	A8	Notwithstanding	A9
253	copyleft	A8	licence	A9
254	terminology	A8	term	A9
255	legislation	A8	provisions	A9
256	enforceability	A8	clause	A9
257	hereof	A8	shall	A9
258	Middleware	A8	Software	A9
259	offered	A8	provided	A9
260	agreement	A8	contract	A9
261	hereof	A8	shall	A9
262	licensing	A8	licensed	A9
263	epithet	A8	name	A9
264	Minister	A8	Secretary	A9
265	National	A8	State	A9
266	Defenses	A8	Defence	A9
267	railway	A8	hereinafter	A9
268	Secretariat	A8	Secretary	A9
269	Employers	A8	Contractors	A9
270	Stockholm	A8	Sweden	A1
271	ebrahim	A8	ye	A1
272	ny	A7	new	A12
273	ranging	A7	range	A12
274	corpse	A7	body	A12
275	caring	A7	care	A12
276	byproducts	A7	products	A12
277	explanation	A7	details	A12
278	confirm	A7	check	A12
279	byproducts	A7	products	A12
280	accessing	A7	accessed	A12
281	borders	A7	border	A12
282	alphabetic	A7	list	A12
283	data	A7	information	A12
284	Featured	A7	Feature	A12
285	IMAGINE	A7	FEEL	A12
286	RATIONALES	A7	FREE	A12
287	ASSUME	A7	TAKE	A12
288	LOOKING	A7	FIND	A12
289	DETAILS	A7	INFORMATION	A12
290	http	A7	www	A12
291	resale	A7	sell	A12
292	Intoxicating	A7	Drinking	A12
293	ranging	A7	range	A12
294	happen	A7	come	A12
295	woven	A7	fabric	A12
296	STRAIGHTFORWARD	A7	EASY	A12
297	ACCOMPLISH	A7	MAKE	A12
298	commonest	A22	type	A7
299	safesearch	A22	search	A7
300	autocomplete	A22	box	A7
301	optimization	A22	algorithm	A7
302	offer	A22	offers	A7
303	igoogle	A22	searches	A7
304	annotating	A22	typing	A7
305	Commence	A22	Start	A7
306	commonest	A22	type	A7
307	locate	A22	searches	A7
308	optimization	A22	algorithm	A7
309	predictions	A22	predicts	A7
310	queried	A22	queries	A7
311	parsing	A22	typing	A7
312	autocomplete	A22	clicking	A7
313	culverts	A22	bridge	A7
314	simpler	A22	easier	A7
315	uppercase	A22	typing	A7
316	Caught	A22	Catch	A7
317	Restarting	A22	Start	A7
318	optimization	A22	algorithm	A7
319	spelled	A22	spellings	A7
320	Repetitions	A22	Repeat	A7
321	computationally	A22	algorithm	A7
322	skits	A22	show	A7
323	predictive	A22	predicted	A7
324	queried	A22	queries	A7
325	inspired	A22	based	A7
326	csearch	A22	searches	A7
327	doing	A22	done	A7
328	Datasets	A22	Data	A7
329	dispatched	A22	send	A7
330	repurchase	A9	lease	A7
331	farmland	A9	land	A7
332	Causes	A7	Cause	A4
333	Subparagraph	A7	Chapter	A4
334	Darkened	A7	Dark	A4
335	vawt	A7	wind	A4
336	howling	A7	howled	A4
337	startled	A7	stared	A4
338	every	A7	each	A4
339	assault	A7	attack	A4
340	essential	A7	key	A4
341	have	A7	had	A4
342	Bce	A17	Ad	A8
343	Tabular	A17	Column	A8
344	previous	A17	last	A8
345	months	A17	week	A8
346	stay	A17	remain	A8
347	Leaders	A8	Officials	A9
348	repeals	A8	provision	A9
349	howsoever	A8	shall	A9
350	wants	A7	will	A12
351	rims	A7	tires	A12
352	bring	A7	make	A12
353	truck	A7	car	A12
354	difficult	A7	hard	A12
355	hobby	A7	enthusiast	A12
356	find	A7	looking	A12
357	dress	A7	dressing	A12
358	wheel	A7	tire	A12
359	adhesives	A7	gel	A12
360	difficult	A7	hard	A12
361	seat	A7	seats	A12
362	Chemistry	A7	Chemical	A12
363	Tread	A7	Tire	A12
364	Drivetrain	A7	Trim	A12
365	brought	A7	made	A12
366	Memories	A7	Memory	A12
367	work	A7	working	A12
368	higher	A7	superior	A12
369	minutely	A7	evenly	A12
370	giving	A7	delivering	A12
371	incomparable	A7	unparalleled	A12
372	haptic	A7	ergonomic	A12
373	making	A7	makes	A12
374	hold	A7	holding	A12
375	spray	A7	applicator	A12
376	contentment	A7	pleasure	A12
377	becomes	A7	makes	A12
378	adhesives	A7	applicator	A12
379	wonderful	A7	awesome	A12
380	haptic	A7	ergonomic	A12
381	layout	A7	design	A12
382	protecting	A7	protects	A12
383	blacksmoke	A7	grime	A12
384	bollocks	A7	crap	A12
385	told	A7	said	A12
386	thats	A7	crap	A12
387	knew	A7	felt	A12
388	nice	A7	good	A12
389	Wheels	A7	Tire	A12
390	Applications	A7	Applicator	A12
391	fortunately	A7	thankfully	A12
392	chooses	A7	takes	A12
393	crap	A7	mess	A12
394	Bristling	A7	Sturdy	A12
395	cushioning	A7	foam	A12
396	tightly	A7	securely	A12
397	soft	A7	smooth	A12
398	designed	A7	design	A12
399	needs	A17	should	A7
400	trying	A17	try	A7
401	Drivetrain	A1	Nissan	A8
402	Nismo	A1	Nissan	A8
403	accord	A1	agreement	A8
404	Nismo	A1	Nissan	A8
405	have	A22	be	A7
406	bought	A22	buying	A7
407	invest	A22	investment	A7
408	be	A22	have	A7
409	expect	A22	wait	A7
410	days	A22	time	A7
411	accomplish	A22	make	A7
412	know	A22	do	A7
413	options	A22	option	A7
414	agents	A22	agent	A7
415	employ	A22	using	A7
416	celebration	A22	holiday	A7
417	homes	A22	home	A7
418	Assets	A22	Property	A7
419	extremely	A22	particularly	A7
420	manner	A22	way	A7
421	recall	A22	remember	A7
422	albeit	A22	though	A7
423	mortgagee	A22	property	A7
424	acquire	A22	purchase	A7
425	methods	A22	process	A7
426	homes	A22	home	A7
427	addition	A22	adding	A7
428	prices	A22	price	A7
429	restoration	A22	renovation	A7
430	cost	A22	costs	A7
431	expenses	A22	expense	A7
432	get	A22	getting	A7
433	termination	A22	end	A7
434	paychecks	A22	paying	A7
435	greatly	A22	substantially	A7
436	Communicate	A22	Contact	A7
437	loans	A22	lender	A7
438	locate	A22	find	A7
439	expenditure	A22	costs	A7
440	know	A22	do	A7
441	significantly	A22	considerably	A7
442	nation	A22	country	A7
443	nation	A22	country	A7
444	said	A22	says	A7
445	Monastic	A22	Abbey	A7
446	Nation	A22	National	A7
447	shortfalls	A22	budget	A7
448	committed	A22	commit	A7
449	Know	A22	Do	A7
450	acquire	A22	buy	A7
451	Alternatively	A22	Instead	A7
452	taking	A22	take	A7
453	periods	A22	time	A7
454	glance	A22	look	A7
455	comparisons	A22	compare	A7
456	predominance	A22	contrast	A7
457	acquiring	A22	buying	A7
458	endeavouring	A8	attempt	A4
459	Headings	A8	Section	A4
460	glowed	A8	beamed	A4
461	etfs	A8	bonds	A4
462	shocked	A8	scared	A4
463	brigades	A8	squads	A4
464	gun	A8	weapon	A4
465	WARS	A8	WAR	A4
466	Acceleration	A8	Accelerated	A4
467	kembla	A8	mount	A4
468	fought	A8	battle	A4
469	Jennifer	A8	Jessica	A4
470	imprisoned	A8	prisoner	A4
471	Sneakers	A7	Shoes	A12
472	pads	A7	cushioning	A12
473	announcing	A12	announced	A8
474	Youth	A1	Young	A4
475	begin	A1	began	A4
476	believe	A1	think	A4
477	Mrs	A1	Mme	A4
478	Maison	A1	Restaud	A4
479	movies	A1	movie	A17
480	corporation	A1	company	A17
481	rescued	A1	rescue	A17
482	outlook	A9	view	A7
483	clicking	A9	click	A7
484	cursor	A9	click	A7
485	viewed	A9	view	A7
486	making	A9	make	A7
487	HERBAL	A12	HERBS	A7
488	Aquaculture	A12	Harvesting	A7
489	codified	A12	rules	A7
490	Often	A12	Always	A7
491	seedlings	A12	plant	A7
492	leafless	A12	flowers	A7
493	wanting	A12	want	A7
494	Tried	A12	Try	A7
495	harvested	A12	harvest	A7
496	Flowering	A12	Flowers	A7
497	Dried	A12	Drying	A7
498	Temperatures	A8	Climate	A1
499	Adjustments	A8	Change	A1
500	Revolt	A8	Revolution	A1
501	INTERNATIONAL	A8	WORLD	A1
502	embraced	A8	embrace	A1
503	impoverish	A8	poverty	A1
504	Malawi	A8	Africa	A1
505	Cameron	A8	Blair	A1
506	impoverish	A8	poverty	A1
507	be	A8	have	A1
508	acceptance	A8	accept	A1
509	disadvantaged	A8	poverty	A1
510	joyful	A12	cheerful	A1
511	Doctor	A12	Dr	A1
512	unrestricted	A12	free	A1
513	Countries	A12	States	A1
514	BRITAIN	A12	UK	A1
515	nations	A12	countries	A1
516	SHOREWOOD	A12	USA	A1
517	Crimes	A12	Crime	A1
518	SHOREWOOD	A12	USA	A1
519	strong	A8	powerful	A1
520	have	A8	be	A1
521	classed	A8	classified	A1
522	pga	A8	open	A1
523	Sept	A8	June	A1
524	company	A8	companies	A1
525	investing	A8	invest	A1
526	Kuomintang	A8	China	A1
527	periods	A8	time	A1
528	states	A8	country	A1
529	USA	A8	US	A1
530	investor	A8	investment	A1
531	investor	A8	investment	A1
532	biomass	A8	plants	A1
533	facilities	A8	equipment	A1
534	Cooperative	A8	Cooperation	A1
535	Growth	A8	Development	A1
536	Kuomintang	A8	China	A1
537	attracts	A8	attracted	A1
538	contrasted	A8	compared	A1
539	look	A8	see	A1
540	Chinese	A8	China	A1
541	beautiful	A8	attractive	A1
542	firms	A8	companies	A1
543	states	A8	country	A1
544	annum	A8	annual	A1
545	increase	A8	growth	A1
546	prices	A8	rates	A1
547	latest	A8	recent	A1
548	year	A8	years	A1
549	considerable	A8	vast	A1
550	sell	A8	market	A1
551	sources	A8	source	A1
552	affordable	A8	cheap	A1
553	workers	A8	labour	A1
554	USA	A8	US	A1
555	Kuomintang	A8	China	A1
556	favorite	A8	choice	A1
557	terribly	A8	very	A1
558	January	A8	October	A9
559	LONDON	A8	UK	A9
560	CONTRAVENE	A8	RULES	A9
561	regulations	A8	rules	A9
562	competition	A8	competitions	A9
563	runs	A8	run	A9
564	internet	A8	online	A9
565	versions	A8	editions	A9
566	Tuesday	A8	Sunday	A9
567	Motorcycling	A8	Racing	A9
568	magazines	A8	newspapers	A9
569	web	A8	online	A9
570	journals	A8	publications	A9
571	production	A8	produced	A9
572	TS	A8	MGN	A9
573	ICM	A8	MGN	A9
574	Tsb	A8	Plc	A9
575	hour	A8	time	A9
576	hour	A8	time	A9
577	based	A8	basis	A9
578	competition	A8	competitions	A9
579	regulations	A8	rules	A9
580	connect	A8	connection	A9
581	standards	A8	rules	A9
582	gameplay	A8	games	A9
583	paydays	A8	promotions	A9
584	Editing	A8	Editors	A9
585	editors	A8	editor	A9
586	hour	A8	time	A9
587	hour	A8	time	A9
588	searchable	A8	online	A9
589	edition	A8	editions	A9
590	RMT	A8	MGN	A9
591	penetrate	A8	enter	A9
592	clearly	A8	simply	A9
593	answered	A8	answer	A9
594	comprehensive	A8	complete	A9
595	formed	A8	form	A9
596	webmasters	A8	web	A9
597	webmasters	A8	site	A9
598	compete	A8	competition	A9
599	contexts	A8	terms	A9
600	situations	A8	conditions	A9
601	insisted	A8	stated	A9
602	acknowledgements	A8	acknowledge	A9
603	compliance	A8	comply	A9
604	enforces	A8	rules	A9
605	outcome	A8	result	A9
606	generico	A8	disqualification	A9
607	worldcard	A8	entry	A9
608	individuals	A8	person	A9
609	permitting	A8	permitted	A9
610	Countless	A8	Multiple	A9
611	inadequate	A8	incomplete	A9
612	indexes	A8	entries	A9
613	want	A8	will	A9
614	broaden	A8	extend	A9
615	groups	A11	group	A1
616	Attribution	A11	Source	A1
617	Environmental	A11	Ecology	A1
618	Destroyer	A12	Destroyers	A16
619	looking	A12	find	A16
620	Saleh	A1	Abbas	A8
621	undertaken	A1	begun	A8
622	discussions	A1	talks	A8
623	militant	A1	militants	A8
624	Netanyahu	A1	Hamas	A8
625	winner	A1	win	A8
626	final	A1	last	A8
627	months	A1	week	A8
628	three	A1	two	A8
629	flanks	A1	sides	A8
630	hoped	A1	expected	A8
631	revisit	A1	discuss	A8
632	officers	A1	officials	A8
633	discussions	A1	talks	A8
634	plurality	A1	seats	A8
635	assemblies	A1	assembly	A8
636	beat	A1	beating	A8
637	Headteacher	A1	Mr	A8
638	govern	A1	governing	A8
639	worldwide	A1	international	A8
640	abandon	A1	renounce	A8
641	refusing	A1	refused	A8
642	told	A1	said	A8
643	questionable	A1	unclear	A8
644	want	A1	will	A8
645	quoting	A1	quoted	A8
646	discussions	A1	talks	A8
647	so	A1	because	A8
648	wait	A1	await	A8
649	various	A1	several	A8
650	removeall	A1	added	A8
651	Tuppy	A1	Mr	A8
652	Ebrahim	A1	Abbas	A8
653	projected	A1	expected	A8
654	rapprochement	A1	negotiations	A8
655	antibody	A14	serum	A22
656	gynecomastia	A14	testosterone	A22
657	underutilization	A14	aging	A22
658	ages	A14	age	A22
659	hemorrhaging	A14	bleeding	A22
660	purchasing	A14	buy	A22
661	tretinoin	A14	isotretinoin	A22
662	incorrect	A14	wrong	A22
663	deadly	A14	fatal	A22
664	METAL	A14	STEEL	A22
665	firms	A14	company	A22
666	reported	A14	reports	A22
667	insufficiency	A14	deficiency	A22
668	losing	A14	loss	A22
669	generique	A14	levitra	A22
670	Inhabitants	A14	People	A22
671	tried	A14	try	A22
672	numerous	A22	many	A14
673	medication	A22	therapies	A14
674	Disruptions	A22	Interruption	A14
675	products	A22	production	A14
676	aminoglycosides	A22	cytotoxic	A14
677	infringements	A22	breach	A14
678	epithelium	A22	mucosal	A14
679	chromatography	A22	assays	A14
680	quantify	A22	measure	A14
681	elicited	A22	responses	A14
682	maintains	A22	has	A14
683	designed	A22	developed	A14
684	mitosis	A22	cell	A14
685	chromatogram	A22	assay	A14
686	similar	A22	analogous	A14
687	colonial	A22	colony	A14
688	citrate	A22	assay	A14
689	bone	A22	marrow	A14
690	mitosis	A22	cells	A14
691	enable	A22	enables	A14
692	assess	A22	assessment	A14
693	drugs	A22	drug	A14
694	exacerbates	A22	cause	A14
695	abscesses	A22	mucositis	A14
696	possibility	A22	potential	A14
697	measuring	A22	measures	A14
698	reply	A22	responses	A14
699	abscesses	A22	ulcers	A14
700	interchangeably	A22	commonly	A14
701	conjunctivitis	A22	mucositis	A14
702	measuring	A22	measurements	A14
703	eosinophils	A22	cells	A14
704	Generalization	A22	Quantification	A14
705	measuring	A22	measurements	A14
706	vitro	A22	assays	A14
707	plainly	A7	simply	A12
708	highest	A7	high	A12
709	dealerships	A7	dealer	A12
710	know	A7	do	A12
711	repaired	A7	repair	A12
712	dramatically	A7	significantly	A12
713	main	A7	major	A12
714	repairs	A7	repair	A12
715	repairs	A7	repair	A12
716	cash	A7	money	A12
717	vehicle	A7	car	A12
718	Replenishment	A7	Fleet	A12
719	Highway	A7	Road	A12
720	apparently	A7	possibly	A12
721	commerce	A7	business	A12
722	endeavors	A7	work	A12
723	Warships	A7	Fleet	A12
724	Driveway	A7	Garage	A12
725	commerce	A7	business	A12
726	recommended	A7	recommendations	A12
727	cheerful	A7	happy	A12
728	Ebooks	A1	Books	A16
729	Writer	A1	Editor	A16
730	Edited	A1	Editor	A16
731	Corporation	A1	Company	A12
732	Precondition	A1	Guarantee	A12
733	licensee	A1	owned	A12
734	donated	A1	donation	A12
735	Monday	A8	Sunday	A1
736	solicitor	A8	councillor	A1
737	Netherlands	A8	Holland	A1
738	Constituency	A8	District	A1
739	commission	A8	council	A1
740	has	A8	had	A1
741	nonetheless	A8	whilst	A1
742	nonetheless	A8	still	A1
743	chairpersons	A8	council	A1
744	have	A8	had	A1
745	subsequently	A8	previously	A1
746	Prince	A8	Crown	A1
747	told	A8	said	A1
748	has	A8	have	A1
749	opted	A8	decided	A1
750	Aviv	A8	Israel	A1
751	Israeli	A8	Jewish	A1
752	residents	A8	people	A1
753	furthermore	A8	likewise	A1
754	upholding	A8	uphold	A1
755	know	A8	do	A1
756	Damned	A8	Hell	A1
757	Conservatives	A8	Conservative	A1
758	qualitative	A16	systematic	A14
759	exam	A16	examination	A14
760	neurologic	A16	syndromes	A14
761	describing	A16	describes	A14
762	usual	A16	normal	A14
763	confirmatory	A16	findings	A14
764	neurologic	A16	abnormal	A14
765	confirmatory	A16	findings	A14
766	confirmatory	A16	findings	A14
767	pathologies	A16	syndromes	A14
768	infants	A16	neonates	A14
769	Babies	A16	Children	A1
770	infants	A16	children	A1
771	infants	A16	children	A1
772	adolescent	A16	young	A1
773	infants	A16	children	A1
774	adolescent	A16	young	A1
775	harmed	A16	hurt	A1
776	be	A16	have	A1
777	Grethel	A1	Hansel	A4
778	Marianne	A1	Grethel	A4
779	Vicinity	A1	Near	A4
780	needy	A1	poor	A4
781	daughter	A1	wife	A4
782	three	A1	two	A4
783	adolescents	A1	children	A4
784	Grethel	A1	Hansel	A4
785	Bonacieux	A1	Grethel	A4
786	have	A1	had	A4
787	incredibly	A1	very	A4
788	less	A1	little	A4
789	ifndef	A1	sup	A4
790	wonderful	A1	great	A4
791	lacking	A1	dearth	A4
792	men	A1	man	A4
793	achieving	A1	gain	A4
794	sleeping	A1	bed	A4
795	flinging	A1	tossing	A4
796	exclaimed	A1	sighed	A4
797	substantially	A1	heavily	A4
798	married	A1	wife	A4
799	taking	A1	take	A4
800	wants	A1	will	A4
801	wildfire	A1	fire	A4
802	wants	A1	will	A4
803	every	A1	each	A4
804	chunks	A1	piece	A4
805	want	A1	will	A4
806	going	A1	go	A4
807	works	A1	work	A4
808	quit	A1	leave	A4
809	wants	A1	will	A4
810	finding	A1	find	A4
811	manner	A1	way	A4
812	whomsoever	A1	shall	A4
813	married	A1	wife	A4
814	men	A1	man	A4
815	indexes	A8	entries	A9
816	appellant	A8	applicant	A9
817	accountability	A8	responsibility	A9
818	demonstrable	A8	whatsoever	A9
819	Competition	A8	Entrants	A9
820	indexes	A8	entries	A9
821	Gentlemen	A8	Gentleman	A16
822	remarkable	A8	great	A16
823	naming	A8	names	A16
824	midfielder	A8	football	A16
825	older	A8	age	A16
826	International	A8	World	A16
827	brought	A8	made	A16
828	iaaf	A8	championships	A16
829	Adjustments	A1	Change	A7
830	helm	A1	head	A7
831	workable	A1	doable	A7
832	deletes	A1	delete	A7
833	verifying	A1	checked	A7
834	ought	A1	should	A7
835	better	A1	bigger	A7
836	commonly	A1	often	A7
837	aged	A12	years	A11
838	styling	A12	design	A11
839	termed	A12	called	A11
840	challenging	A12	challenge	A11
841	tricky	A12	hard	A11
842	notion	A12	idea	A11
843	contained	A12	incorporated	A11
844	styling	A12	design	A11
845	natures	A12	nature	A11
846	sharing	A12	share	A11
847	individuals	A12	people	A1
848	exploring	A12	explore	A1
849	Gospels	A12	Bible	A1
850	Blessed	A12	Holy	A1
851	Spirits	A12	Spirit	A1
852	years	A12	ages	A1
853	walking	A12	walks	A1
854	huffington	A12	times	A1
855	Divine	A12	God	A1
856	COUNTY	A1	CDP	A16
857	have	A1	has	A16
858	amounted	A1	total	A16
859	region	A1	area	A16
860	cdp	A1	households	A16
861	resident	A1	residing	A16
862	MEDIAN	A1	CDP	A16
863	demography	A1	population	A16
864	dense	A1	density	A16
865	frontages	A1	square	A16
866	km	A1	mile	A16
867	unit	A1	units	A16
868	permeability	A1	density	A16
869	approx	A1	sq	A16
870	discriminatory	A1	racial	A16
871	cdp	A1	makeup	A16
872	America	A1	American	A16
873	Islands	A1	Islander	A16
874	racing	A1	races	A16
875	three	A1	two	A16
876	race	A1	races	A16
877	urbanization	A1	population	A16
878	families	A1	households	A16
879	has	A1	had	A16
880	toddler	A1	children	A16
881	years	A1	age	A16
882	reside	A1	living	A16
883	marriages	A1	couples	A16
884	has	A1	had	A16
885	today	A1	present	A16
886	estrus	A1	males	A16
887	reassessment	A1	review	A8
888	want	A1	will	A8
889	lands	A1	land	A8
890	announcing	A1	announced	A8
891	swore	A1	promised	A8
892	closure	A1	closures	A8
893	saying	A1	said	A8
894	sold	A1	selling	A8
895	explained	A1	said	A8
896	places	A1	locations	A8
897	includes	A1	including	A8
898	airfield	A1	airfields	A8
899	closeness	A1	close	A8
900	websites	A1	sites	A8
901	have	A1	be	A8
902	selling	A1	sold	A8
903	North	A1	Northern	A8
904	near	A1	close	A8
905	cafeterias	A1	facilities	A8
906	Texts	A12	Literature	A14
907	correlational	A12	analysis	A14
908	specialized	A1	specialists	A12
909	col	A1	colonel	A4
910	col	A1	colonel	A4
911	threat	A1	danger	A4
912	Inpatient	A12	Care	A7
913	Babywear	A12	Footwear	A7
914	laces	A12	shoe	A7
915	customarily	A12	usually	A7
916	countless	A12	several	A7
917	confrontation	A12	encounters	A7
