	new word	new_genre	old word	old_genre
248	ИНСПЕКЦИОННОЙ	A16	СЛУЖБЫ	A9
249	РЕСПУБЛИКИ	A16	РЕСПУБЛИКЕ	A9
250	уголовной	A16	несовершеннолетних	A9
251	соблюдения	A16	норм	A9
252	Заголовки	A16	Разделы	A9
253	Находилась	A16	Размещена	A9
254	Была	A16	Последняя	A9
255	вклада	A16	правка	A9
256	сферы	A16	сфере	A9
257	ВУЗА	A16	КФУ	A9
258	Исследований	A16	Научный	A9
259	президенты	A16	кандидат	A9
260	социологических	A16	экономических	A9
261	слово	A16	слова	A9
262	Крупные	A16	Трупные	A14
263	флуктуации	A16	явления	A14
264	экологической	A16	биологической	A14
265	Трупа	A16	Трупные	A14
266	понятия	A16	явления	A14
267	подразделяется	A16	подразделяются	A14
268	мая	A16	февраля	A9
269	СЕКРЕТАРИАТА	A16	КОМИССИИ	A9
270	ЧИСЛЕ	A16	ВКЛЮЧАЯ	A9
271	ПРОВЕДЕННОГО	A16	ИТОГАМ	A9
272	секретариате	A16	секретариатом	A9
273	книге	A16	записке	A9
274	партнерства	A16	межправительственного	A9
275	ПРООН	A16	ЮНКТАД	A9
276	признаны	A16	подтверждены	A9
277	Утра	A16	Днем	A8
278	июле	A16	июля	A8
279	служило	A16	стало	A8
280	сотрудника	A16	директора	A8
281	Хабрахабр	A16	Яндекса	A8
282	Дворкович	A16	Сегалович	A8
283	Тарасов	A16	Сегалович	A8
284	Собираемся	A16	Мы	A1
285	однако	A16	что	A1
286	впрочем	A16	не	A1
287	доводы	A16	мнения	A1
288	археологическая	A16	культура	A1
289	архитектура	A16	культура	A1
290	ассамблея	A16	комиссия	A9
291	стимулирование	A16	координация	A9
292	генеральный	A16	секретарь	A9
293	имеющий	A16	имеет	A9
294	названный	A16	честь	A9
295	Центра	A16	Административного	A9
296	секретариата	A16	комитета	A9
297	Извещение	A16	Письмо	A1
298	награду	A16	получил	A1
299	в	A16	во	A1
300	признательности	A16	признателен	A1
301	Знаете	A16	Вам	A1
302	вслед	A16	за	A1
303	распространен	A16	распространение	A1
304	рукописи	A16	письма	A1
305	также	A16	и	A1
306	относился	A16	к	A1
307	возможному	A16	нему	A1
308	полном	A16	в	A1
309	использован	A16	качестве	A1
310	Изображена	A16	Подпись	A1
311	Председателей	A16	Председатель	A1
312	совета	A16	комитета	A1
313	Замечательный	A16	Подлинный	A1
314	французском	A16	английском	A1
315	Письмом	A16	Письмо	A1
316	Статического	A16	Постоянного	A1
317	посла	A16	представителя	A1
318	Судане	A16	Судана	A1
319	Организаций	A16	Организации	A1
320	Африканских	A16	Наций	A1
321	зависят	A16	от	A1
322	мая	A16	декабря	A1
323	январе	A16	года	A1
324	наименование	A16	имя	A1
325	Председатель	A16	Председателя	A1
326	Комитетов	A16	Комитета	A1
327	основанного	A16	учрежденного	A1
328	резолюция	A16	резолюцией	A1
329	рассказывает	A16	о	A1
330	со	A16	с	A1
331	терроризм	A16	терроризмом	A1
332	составлению	A16	поручению	A1
333	вашего	A16	моего	A1
334	правительственные	A16	правительства	A1
335	имеете	A16	имею	A1
336	инициативе	A16	честь	A1
337	приехать	A16	препроводить	A1
338	государственному	A16	комитету	A1
339	меморандум	A16	доклад	A1
340	Египта	A16	Судана	A1
341	представленность	A16	представленный	A1
342	пунктах	A16	пункта	A1
343	ратификации	A16	резолюции	A1
344	Верховного	A16	Совета	A1
345	Охране	A16	Безопасности	A1
346	Парламент	A16	Правительство	A1
347	мои	A16	моей	A1
348	государства	A16	страны	A1
349	вернется	A16	готово	A1
350	наличии	A16	при	A1
351	целесообразности	A16	необходимости	A1
352	могут	A16	или	A1
353	отношению	A16	по	A1
354	запросы	A16	запросу	A1
355	Секретариата	A16	Комитета	A1
356	показать	A16	представить	A1
357	Арбитражному	A16	Комитету	A1
358	Начинаю	A16	Буду	A1
359	вновь	A16	в	A1
360	могу	A14	хочу	A1
361	скажу	A14	Я	A1
362	кстати	A14	думаю	A1
363	но	A14	что	A1
364	некоторых	A14	всех	A1
365	тоже	A14	конечно	A1
366	мы	A14	нам	A1
367	Однако	A14	Но	A1
368	вдвое	A14	намного	A1
369	вдвое	A14	больше	A1
370	то	A14	действительно	A1
371	других	A14	и	A1
372	частности	A14	и	A1
373	видим	A14	мы	A1
374	так	A14	только	A1
375	первых	A14	последних	A1
376	месте	A14	на	A1
377	определенные	A14	свои	A1
378	честно	A14	я	A1
379	точно	A14	как	A1
380	это	A14	как	A1
381	Впоследствии	A14	Затем	A1
382	он	A14	в	A1
383	частности	A14	и	A1
384	настаивать	A14	думать	A1
385	количестве	A14	том	A1
386	конкретные	A14	какие	A1
387	понимаю	A14	мне	A1
388	один	A14	из	A1
389	указанных	A14	каких	A1
390	эти	A14	их	A1
391	позволяет	A14	можно	A1
392	стало	A14	было	A1
393	то	A14	бы	A1
394	частности	A14	и	A1
395	так	A14	как	A1
396	эти	A14	их	A1
397	оптимально	A14	максимально	A1
398	следующем	A14	В	A1
399	итоге	A14	конечном	A1
400	и	A14	на	A1
401	это	A14	что	A1
402	скажите	A14	мне	A1
403	сформировать	A14	создать	A1
404	обнаружил	A14	обнаружили	A1
405	рассказывать	A14	думать	A1
406	но	A14	и	A16
407	Вершины	A14	Гора	A16
408	никотина	A14	препарата	A12
409	Клинически	A14	Препарат	A12
410	ДОН	A14	АМУР	A16
411	Озера	A14	Бассейн	A16
412	первых	A14	один	A16
413	одним	A14	крупнейших	A16
414	континенте	A14	мире	A16
415	межгосударственных	A14	государств	A16
416	ряд	A14	несколько	A16
417	квадратный	A14	квадратных	A16
418	этом	A14	в	A16
419	таких	A14	различных	A16
420	длинный	A14	широкий	A16
421	зависят	A14	от	A16
422	Сибири	A14	Приамурья	A16
423	геологических	A14	рельефа	A16
424	представили	A14	создали	A16
425	уточнение	A14	наименование	A16
426	относят	A14	относится	A16
427	подробное	A14	упоминание	A16
428	лингвистические	A14	языкознания	A16
429	кого	A14	меня	A1
430	простите	A14	вам	A1
431	можете	A14	могу	A1
432	оказаться	A14	быть	A1
433	это	A14	что	A1
434	исходящие	A14	окружающие	A1
435	имеющие	A14	имеют	A1
436	иной	A14	такой	A1
437	разуме	A14	разум	A1
438	допустим	A14	есть	A1
439	кого	A14	вас	A1
440	причем	A14	а	A1
441	образующие	A14	окружающие	A1
442	такое	A14	это	A1
443	очередь	A14	свою	A1
444	проблеме	A14	проблема	A1
445	удобства	A14	для	A1
446	социологии	A14	философии	A1
447	тому	A14	же	A1
448	месте	A14	на	A1
449	дня	A14	день	A1
450	предположении	A14	предположение	A1
451	но	A14	что	A1
452	необычных	A14	присутствующих	A1
453	имеются	A14	имеется	A1
454	частности	A14	и	A1
455	при	A14	этом	A1
456	вот	A14	мне	A1
457	рассказывать	A14	беспокоиться	A1
458	очевидно	A14	возможно	A1
459	сложнее	A14	трудно	A1
460	уловить	A14	распознать	A1
461	ощущения	A14	желания	A1
462	различных	A14	других	A1
463	поэтому	A14	так	A1
464	сложнее	A14	трудно	A1
465	сделать	A14	изменить	A1
466	ощущения	A14	желания	A1
467	частности	A14	и	A1
468	высказывания	A14	убеждения	A1
469	разных	A14	других	A1
470	кстати	A14	моему	A1
471	сложнее	A14	лучше	A1
472	них	A14	всего	A1
473	социологи	A14	писатели	A1
474	Поэтому	A14	Так	A1
475	так	A14	как	A1
476	причем	A14	же	A1
477	знаем	A14	нам	A1
478	вопрос	A14	решать	A1
479	такую	A14	ту	A1
480	особенно	A14	чрезвычайно	A1
481	играют	A14	важную	A1
482	окружающих	A14	окружающие	A1
483	Вообще	A14	Ведь	A1
484	перечисленные	A14	все	A1
485	подготовленные	A14	подготовлены	A1
486	представляла	A14	представлять	A1
487	такое	A14	внутреннее	A1
488	фразе	A14	слова	A16
489	облако	A14	небо	A1
490	яркое	A14	синее	A1
491	отмечает	A14	пишет	A1
492	монографии	A14	книге	A1
493	облака	A14	небо	A1
494	контекста	A14	слова	A16
495	наказать	A1	остановить	A8
496	воспринимает	A1	комментирует	A8
497	РСФСР	A1	РФ	A8
498	полном	A1	в	A8
499	считают	A1	считает	A8
500	Федоров	A1	Федор	A8
501	Член	A1	Председатель	A8
502	торговли	A1	внешней	A8
503	промышленности	A1	оборонной	A8
504	Федоров	A1	Федор	A8
505	считая	A1	считает	A8
506	Но	A1	Он	A8
507	думаю	A1	уверен	A8
508	НОВОСТИ	A1	РИА	A8
509	Же	A1	На	A8
510	господства	A1	вторжения	A8
511	обороны	A1	оборонной	A8
512	участвует	A1	принимала	A8
513	конфликту	A1	конфликте	A8
514	похода	A1	вторжения	A8
515	сказал	A1	заявил	A8
516	сам	A1	он	A8
517	называемого	A1	круглого	A8
518	стакан	A1	стола	A8
519	провозгласил	A1	объявил	A8
520	заверил	A1	заявил	A8
521	четких	A1	критерии	A14
522	изучении	A1	исследовании	A14
523	это	A1	как	A4
524	запланировано	A1	было	A4
525	убивает	A1	спрашивает	A4
526	писателя	A1	роман	A4
527	соискание	A1	диссертации	A14
528	социокультурных	A1	социологических	A14
529	ВВЕДЕМ	A1	ВВЕДЕНИЕ	A14
530	РАЗДЕЛАХ	A1	РАЗДЕЛ	A14
531	ПОДХОД	A1	ПРОЦЕСС	A14
532	ГИПОТЕЗ	A1	ТЕОРИЯХ	A14
533	КУЛЬТУРЫ	A1	КУЛЬТУР	A14
534	Президент	A1	Глава	A14
535	только	A1	и	A14
536	анализа	A1	анализ	A14
537	открытость	A1	направленность	A14
538	изучения	A1	исследования	A14
539	объектах	A1	объект	A14
540	Президент	A1	Глава	A14
541	логического	A1	подхода	A14
542	изучения	A1	исследованию	A14
543	Закономерности	A1	Особенности	A14
544	процессах	A1	процесса	A14
545	СМОТРИТЕ	A1	РАЗДЕЛ	A14
546	большом	A1	в	A14
547	ВНЕШНЕТОРГОВЫХ	A1	ТОРГОВЛЕ	A9
548	Населенного	A1	Пункт	A9
549	очевидно	A1	что	A7
550	тексте	A1	посте	A7
551	отсутствию	A1	нет	A7
552	указанные	A1	все	A7
553	думаю	A1	напишу	A7
554	небольшом	A1	в	A7
555	обычная	A1	очередная	A7
556	пойдут	A1	будут	A7
557	резинки	A1	игрушки	A7
558	юбки	A1	юбка	A7
559	металлические	A1	украшения	A7
560	кроссовки	A1	аксессуары	A7
561	плащ	A1	одежда	A7
562	мое	A1	мои	A7
563	фотография	A1	фотографии	A7
564	литература	A1	музыка	A7
565	режиссер	A1	кино	A7
566	хочется	A1	можно	A7
567	сюда	A1	туда	A7
568	обратиться	A1	прийти	A7
569	частности	A1	и	A7
570	продавать	A1	купить	A7
571	могу	A1	можно	A7
572	приносящий	A1	принести	A7
573	сегодняшнее	A1	свое	A7
574	продавать	A1	продать	A7
575	нужно	A1	можно	A7
576	волноваться	A1	приходить	A7
577	причем	A1	а	A7
578	передавать	A1	передать	A7
579	продавца	A1	товар	A7
580	заплатили	A1	купили	A7
581	шестьдесят	A1	девяносто	A7
582	НЕПРАВИТЕЛЬСТВЕННОЙ	A1	ОРГАНИЗАЦИИ	A14
583	эмпирическое	A1	статистическое	A14
584	противоречивые	A1	данные	A14
585	методику	A1	методы	A14
586	Утвержден	A1	Устав	A9
587	Статут	A1	Устав	A9
588	Объединенная	A1	Объединенных	A9
589	заключительный	A1	заключительном	A9
590	пленарном	A1	заседании	A9
591	Объединение	A1	Объединенных	A9
592	Палестины	A1	Наций	A9
593	Всемирной	A1	Международной	A9
594	Террористической	A1	Организации	A9
595	наконец	A1	и	A9
596	организовал	A1	вступил	A9
597	Являющейся	A1	Составной	A9
598	важной	A1	частью	A9
599	Уставу	A1	Устава	A9
600	важным	A1	является	A9
601	Трибунала	A1	Суда	A9
602	Поправке	A1	Поправки	A9
603	нескольким	A1	статьям	A9
604	наконец	A1	и	A9
605	были	A1	приняты	A9
606	Ратификационной	A1	Ассамблеей	A9
607	организовали	A1	вступили	A9
608	предлагаемая	A1	принятая	A9
609	Ассамблею	A1	Ассамблеей	A9
610	Ратификация	A1	Поправка	A9
611	посмотрите	A1	статье	A9
612	Принятого	A1	Устава	A9
613	повышает	A1	увеличивает	A9
614	подразумевает	A1	предусматривает	A9
615	существующими	A1	принятыми	A9
616	подал	A1	поданы	A9
617	голос	A1	голоса	A9
618	десяти	A1	девяти	A9
619	однако	A1	и	A9
620	нашим	A1	всем	A9
621	многим	A1	другим	A9
622	вследствие	A1	за	A9
623	причем	A1	них	A9
624	заявки	A1	поданы	A9
625	голос	A1	голоса	A9
626	восемь	A1	девяти	A9
627	руководящего	A1	членов	A9
628	никогда	A1	раньше	A9
629	включала	A1	включая	A9
630	связаны	A1	совпадающие	A9
631	голосованием	A1	голоса	A9
632	шесть	A1	пяти	A9
633	Колесников	A1	Павлов	A16
634	нечего	A17	хочется	A11
635	однако	A17	и	A11
636	группа	A17	группы	A11
637	чьи	A17	которые	A11
638	рассуждения	A17	мысли	A11
639	Известное	A17	Первое	A12
640	очевидно	A17	что	A12
641	туристов	A17	привлекает	A12
642	обратил	A17	внимание	A12
643	конечно	A17	это	A12
644	составляется	A17	выпускается	A12
645	только	A17	исключительно	A12
646	типов	A17	тип	A12
647	роду	A17	семейства	A12
648	Автомобиль	A17	Автомобильный	A12
649	аккаунт	A17	профиль	A12
650	изображении	A17	контуры	A12
651	свойств	A17	характеристик	A12
652	папки	A17	диски	A12
653	визуальный	A17	дизайн	A12
654	где	A17	в	A12
655	форма	A17	форме	A12
656	двенадцати	A17	пяти	A12
657	зависело	A17	от	A12
658	была	A17	разделена	A12
659	же	A17	на	A12
660	представляют	A17	представляет	A12
661	индикатор	A17	элемент	A12
662	слоем	A17	покрытый	A12
663	учителю	A17	ему	A12
664	форме	A17	форма	A12
665	Данному	A17	По	A12
666	форме	A17	формы	A12
667	наконец	A17	и	A12
668	даже	A17	и	A12
669	Указанные	A17	Все	A1
670	месте	A17	на	A1
671	Нынешние	A17	Наши	A1
672	эмоции	A17	подсознательно	A1
673	Вас	A17	Нас	A1
674	нравится	A17	интересует	A1
675	издание	A17	вышло	A1
676	результата	A17	результаты	A1
677	получается	A17	есть	A1
678	позволяет	A17	необходимо	A1
679	если	A17	справедливо	A1
680	политическом	A17	литературном	A1
681	ноябре	A17	декабря	A1
682	неоднократно	A17	раз	A1
683	являлись	A17	стали	A1
684	описаны	A17	известны	A1
685	Виталий	A17	Владимир	A1
686	Александра	A17	Александр	A1
687	их	A17	и	A1
688	Наверняка	A17	Кто	A1
689	политолог	A17	писатель	A1
690	интересная	A17	статья	A11
691	ссылается	A17	пишет	A12
692	признателен	A17	спасибо	A11
693	подобный	A17	который	A11
694	розничной	A17	продаже	A12
695	Какое	A17	Такое	A12
696	обилие	A17	сочетание	A12
697	ночные	A7	ночам	A1
698	начинаем	A7	начинаешь	A1
699	привычного	A7	лишнего	A1
700	чувствуешь	A7	смотришь	A1
701	Мексики	A7	Санта	A1
702	кстати	A7	тут	A1
703	телефона	A7	звонок	A1
704	комнату	A7	дверь	A1
705	Оказываются	A7	Они	A1
706	обновить	A7	включить	A1
707	твоя	A7	твоему	A1
708	обнаружили	A7	находят	A1
709	множество	A7	кучу	A1
710	Сначала	A7	Затем	A1
711	рукой	A7	руку	A1
712	прокуратуры	A7	следственный	A1
713	оптимизации	A7	алгоритмы	A1
714	разнообразные	A7	разного	A1
715	обычно	A7	или	A1
716	нужно	A7	зачем	A1
717	помогут	A7	нужны	A1
718	Хороший	A7	Добрый	A1
719	Поскольку	A7	Не	A1
720	стала	A7	появилась	A1
721	анализе	A7	анализа	A1
722	ни	A7	одной	A1
723	лексической	A7	грамматики	A1
724	задач	A7	решения	A1
725	проблему	A7	проблема	A1
726	и	A7	на	A1
727	вообще	A7	то	A1
728	впрочем	A7	что	A1
729	тему	A7	тема	A1
730	присутствует	A7	существует	A1
731	вообще	A7	так	A1
732	очень	A7	мало	A1
733	ссылок	A7	статей	A1
734	так	A7	и	A1
735	вопреки	A7	по	A1
736	кстати	A7	еще	A1
737	неоднократно	A7	раз	A1
738	сегодняшний	A7	данный	A1
739	сложный	A7	процесс	A1
740	организовать	A7	начать	A1
741	со	A7	с	A1
742	лучших	A7	самых	A1
743	Данная	A7	Эта	A1
744	вероятностей	A7	теории	A1
745	но	A7	что	A1
746	просто	A7	это	A1
747	школ	A7	школах	A1
748	Федерации	A7	России	A1
749	нужно	A7	зачем	A1
750	сможет	A7	может	A1
751	так	A7	что	A1
752	просто	A7	это	A1
753	само	A7	такое	A1
754	конечно	A7	это	A1
755	телефонов	A7	код	A1
756	комплект	A7	набор	A1
757	допустим	A7	есть	A1
758	происходят	A7	происходит	A1
759	указанных	A7	этих	A1
760	проч	A7	и	A1
761	месте	A7	на	A1
762	принципу	A7	основе	A1
763	какого	A7	этого	A1
764	эмпирического	A7	анализа	A1
765	понимая	A7	понимает	A1
766	все	A7	эти	A1
767	приведем	A7	пример	A1
768	непрерывного	A7	процесса	A1
769	ясно	A7	прекрасно	A12
770	же	A7	и	A12
771	надо	A7	можно	A12
772	базовый	A7	универсальный	A12
773	полагаю	A7	вполне	A12
774	некоторого	A7	этого	A12
775	рецепт	A7	рецепта	A12
776	технологических	A8	оборудования	A12
777	одобрили	A8	выбрали	A12
778	связанным	A8	с	A12
779	только	A8	и	A12
780	Татарстан	A8	Республике	A12
781	Указанному	A8	По	A12
782	информированию	A8	выбору	A12
783	отобранных	A8	отобраны	A12
784	говорится	A8	о	A12
785	существующих	A8	новых	A12
786	наконец	A8	и	A12
787	видеосъемка	A8	фото	A12
788	его	A8	и	A12
789	только	A8	и	A12
790	Рулем	A8	Автомобиль	A12
791	принадлежит	A8	относится	A12
792	училище	A8	классу	A12
793	лидеров	A8	одним	A12
794	переключения	A8	нажатием	A12
795	панели	A8	кнопки	A12
796	светлый	A8	верх	A12
797	способна	A8	позволяет	A12
798	поскольку	A8	как	A12
799	свобода	A8	свободу	A12
800	других	A8	и	A12
801	чувство	A8	удовольствие	A12
802	активистов	A8	движения	A12
803	в	A8	на	A12
804	первом	A8	открытом	A12
805	воздух	A8	воздухе	A12
806	этом	A8	в	A12
807	безопасность	A8	комфорт	A12
808	также	A8	и	A12
809	доступность	A8	безопасность	A12
810	дверной	A8	купе	A12
811	Внешнюю	A8	Внешний	A12
812	видом	A8	вид	A12
813	конкретного	A8	вне	A12
814	таковых	A8	всяких	A12
815	также	A8	и	A12
816	стандартный	A8	простой	A12
817	поскольку	A8	но	A12
818	этом	A8	в	A12
819	так	A8	то	A12
820	что	A8	же	A12
821	мотоцикл	A8	автомобиль	A12
822	инвестиции	A8	бизнес	A12
823	поколения	A8	класса	A12
824	повышает	A8	придает	A12
825	обоснованность	A8	уникальность	A12
826	трети	A8	части	A12
827	Полных	A8	Полный	A12
828	тормоза	A8	привод	A12
829	так	A8	это	A12
830	единственный	A8	редкий	A12
831	прецедент	A8	случай	A12
832	оснащены	A8	оснащения	A12
833	автомобилей	A8	моделей	A12
834	Полноценного	A8	Дополнительного	A12
835	впрочем	A8	не	A12
836	необходимы	A8	требуется	A12
837	остальные	A8	все	A12
838	нужно	A8	необходимо	A12
839	находятся	A8	находится	A12
840	году	A8	в	A12
841	перечислены	A8	списке	A12
842	развертывания	A8	оснащения	A12
843	Сенсорный	A8	Экран	A12
844	указывает	A8	показывает	A12
845	перераспределение	A8	распределение	A12
846	Докладчика	A8	Доклад	A1
847	председателя	A8	секретаря	A1
848	Грузии	A8	Абхазии	A1
849	Ввел	A8	Введение	A1
850	Данный	A8	Настоящий	A1
851	главе	A8	во	A1
852	исполнения	A8	исполнение	A1
853	декларацию	A8	резолюции	A1
854	Терроризмом	A8	Безопасности	A1
855	зависит	A8	от	A1
856	январе	A8	июля	A1
857	году	A8	года	A1
